Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
62,Liz,-0.191332638,0.121417038,0.09216851,-0.066474602,-0.012205971,-0.041626178,0.079097092,-0.079342522,0.178672269,-0.073104024,0.251516074,-0.065078601,-0.240531057,-0.142759785,0.080264337,0.169056714,-0.143003374,-0.139885545,-0.060634881,-0.087261163,-0.004410597,0.046536338,0.003095692,0.102191351,-0.106520556,-0.306491256,-0.069895253,-0.148944631,0.012770207,-0.058942627,0.035045832,0.185556054,-0.188404053,-0.048410065,0.033934686,0.12138401,0.043754067,-0.002656227,0.1558415,-0.014993803,-0.180610448,-0.07898178,0.03518891,0.233644798,0.156494334,-0.029951511,-0.03127915,-0.011492965,0.050191522,-0.19034788,-0.048907071,0.122283988,0.085639954,0.038801208,0.031907573,-0.291768312,-0.025152843,0.030933725,-0.199307621,-0.012955615,-0.084807068,-0.127263829,-0.102252424,-0.039413445,0.239047796,0.06505388,-0.156224117,-0.121849999,0.274560034,-0.085878178,0.064751707,0.190287828,-0.173602879,-0.163371846,-0.212090403,0.05723007,0.328316897,0.054716118,-0.209718823,0.040737793,-0.161681786,0.015314266,-0.084372282,0.114955977,-0.049193978,0.067471951,-0.061947562,-0.016891707,0.087099724,0.017930716,-0.027280608,0.285818428,-0.039280195,0.050014973,0.035077829,-0.027494298,-0.005409809,-0.09608414,-0.158719853,-0.100411803,0.023530472,-0.154638797,-0.061903078,0.127952531,-0.242471501,0.106644459,0.054241605,0.027673664,-0.050879437,0.054829273,-0.033963948,-0.018711798,0.194516689,-0.292978108,0.17797786,0.203385398,-0.030293508,0.168765336,0.054038864,0.083748929,-0.023189008,-0.103832573,-0.137028664,-0.032865487,0.105794162,-0.074696347,-0.01977554,0.019142251
63,Liz,-0.177421018,0.11983344,0.091718905,-0.084699661,0.008329654,-0.034941074,0.08335112,-0.095606498,0.16515851,-0.086983472,0.264679015,-0.0797849,-0.245086834,-0.179117307,0.099178039,0.142792717,-0.181903586,-0.170391202,-0.03204222,-0.080569983,0.0278989,0.005456426,-0.002995049,0.099671282,-0.131697685,-0.301044792,-0.068662442,-0.16891557,0.055242214,-0.056070775,0.005948427,0.143066227,-0.20069696,-0.027436083,0.023785278,0.14303419,0.04218667,-0.0277659,0.133192316,-0.025616366,-0.190553948,-0.095017783,0.012654773,0.208393693,0.14627108,-0.034709763,-0.029414147,-0.018999616,0.062312711,-0.171158969,-0.020185508,0.143320695,0.10881947,0.037651841,0.035005979,-0.278623492,-0.027893284,-0.000975747,-0.205291405,-0.00452562,-0.070134379,-0.123977832,-0.109365329,-0.057751447,0.191648632,0.076862253,-0.150465474,-0.162332043,0.279713124,-0.116358653,0.032693226,0.195942611,-0.160678178,-0.146503121,-0.210718244,0.026983863,0.302646786,0.046625115,-0.207706943,0.033199828,-0.157939434,-0.000499584,-0.069450371,0.135187984,-0.033168271,0.101906396,-0.079785503,-0.017415123,0.089604229,-0.016993515,-0.022327529,0.26783213,-0.058339864,0.050808951,0.04039783,-0.018982353,-0.00770541,-0.065663263,-0.134333551,-0.095525697,0.037568986,-0.167736515,-0.086465821,0.117983513,-0.23446703,0.093302906,0.059809603,0.023306571,-0.039656363,0.026051249,-0.048399054,-0.037765387,0.183263972,-0.310838878,0.179585189,0.230032876,-0.013294571,0.141850457,0.049532905,0.074230872,-0.003488697,-0.124463432,-0.156627908,-0.046687864,0.068527967,-0.068429798,-0.061937757,0.001079316
64,Liz,-0.202979699,0.136213303,0.103377186,-0.059396554,-0.031422414,-0.034095425,0.091540448,-0.05751536,0.127690911,-0.053376831,0.256520689,-0.019791082,-0.245225936,-0.12414135,0.070658095,0.164002731,-0.177759156,-0.138370916,-0.090944178,-0.11550913,0.010795984,0.06449423,0.004523451,0.06790778,-0.094455391,-0.251217663,-0.04704681,-0.174026042,0.065116078,-0.036888905,0.050171535,0.111737579,-0.206342772,-0.015576614,0.021868784,0.075580366,0.042272393,0.016766552,0.154274583,-0.018662248,-0.157377914,-0.066412427,0.051864296,0.206053451,0.167541549,-0.023474075,0.007948468,-0.010454335,0.051329471,-0.209499657,-0.04394453,0.088793732,0.151284456,0.053276546,0.012995359,-0.292074889,-0.043035042,0.030460162,-0.187690467,0.02680649,-0.050006557,-0.136420786,-0.121063113,-0.041174687,0.238032624,0.053234313,-0.156256825,-0.164912537,0.247066319,-0.135993823,0.031560168,0.228838846,-0.134799182,-0.106587417,-0.228722185,0.050492495,0.320225179,0.056804832,-0.179715797,0.002542411,-0.170815051,0.038482793,-0.097164325,0.087909736,-0.079793356,0.058422633,-0.087213129,-0.02207122,0.111044057,-0.024239488,-0.014778547,0.25651893,-0.006584464,0.053960256,-0.005030861,-0.029016702,0.00130436,-0.117113143,-0.096397728,-0.072880641,-0.042864006,-0.144505739,-0.049857769,0.092970967,-0.202032477,0.084957354,-0.005159329,0.015574504,-0.09505263,0.042814124,-0.020132963,-0.01830977,0.171833277,-0.27742064,0.173526287,0.226227671,-0.053023431,0.135042131,0.041652262,0.089637004,-0.055033531,-0.075872704,-0.131383777,-0.046921927,0.092796996,-0.10223648,-0.015079332,0.005944623
65,Lupita Nyongo,-0.189919561,0.138148874,0.087602466,-0.070742518,-0.093890063,-0.045066725,0.019830633,-0.200208709,0.174138054,-0.092020154,0.229915366,-0.039703559,-0.221903414,-0.060006823,-0.001402939,0.158861145,-0.15903689,-0.18562372,-0.060246632,-0.088483572,-0.014042833,0.074010231,-0.050892424,0.083076544,-0.14027521,-0.302865982,-0.081470467,-0.110637553,-0.056676917,-0.049129181,0.084662192,0.13948369,-0.218610555,0.015223301,-0.006169316,0.016802005,0.05001286,-0.031020846,0.073169112,-0.003954505,-0.235110462,-0.105080359,0.080688134,0.27968055,0.210603818,-0.042400341,-0.035659391,-0.011069579,0.026341746,-0.208758399,-0.045624539,0.098979689,0.076055452,0.005254896,-0.027723622,-0.24815011,-0.055700574,0.03415399,-0.1451502,-0.00327246,0.028549537,-0.120422818,-0.089544185,-0.049972851,0.293344826,0.108739763,-0.143966764,-0.109562278,0.192351982,-0.161905289,-0.008733994,0.089068525,-0.204666734,-0.168672591,-0.30001986,0.005330738,0.346977413,0.065721765,-0.197335765,-0.013723584,-0.174234077,0.143665865,-0.026836798,0.062825173,-0.055764809,0.02484132,-0.098201528,-0.022265058,0.230334297,-0.005813204,-0.060438391,0.299918026,-0.048486207,-0.085971765,0.001077248,-0.021086389,-0.008810716,-0.117383033,-0.130028278,-0.094180398,-0.023360495,-0.055958331,-0.035290182,0.2073697,-0.262429923,0.123147376,0.055416774,0.044885125,-0.003418507,0.040906582,-0.053612042,-0.112873249,0.193466708,-0.182669833,0.145733058,0.174333602,0.038817342,0.162172437,0.01228225,0.071779698,-0.102644563,-0.035976969,-0.090526059,-0.013443433,0.106899381,-0.094115488,0.022846382,0.015067541
66,Lupita Nyongo,-0.138431892,0.10825932,0.060914867,-0.087504581,-0.144356787,-0.092894167,-0.016416587,-0.15768984,0.169414952,-0.114957333,0.241839454,-0.065041944,-0.234615967,-0.037850764,-0.043833099,0.204914168,-0.155085251,-0.189392418,-0.017696034,-0.113135666,-0.023872189,-0.023063488,-0.076752454,0.10040082,-0.095886312,-0.322586566,-0.087000236,-0.116599992,-0.112888381,-0.073470429,0.104155518,0.190378293,-0.227493167,0.000281755,-0.010494036,0.040528517,0.051720407,-0.056503981,0.085894085,-0.000961917,-0.201819196,-0.048320331,0.095630355,0.250341177,0.187295958,-0.097563393,0.014157612,-0.04693925,0.015023969,-0.1904535,-0.02982692,0.0930444,0.144933596,0.017876618,-0.038263869,-0.220577553,0.000508196,0.017856725,-0.171593785,-0.028789882,0.052993748,-0.077282831,-0.096475281,-0.019919166,0.334480852,0.149355382,-0.1392636,-0.094154641,0.228586957,-0.147349879,-0.010062067,0.041131701,-0.189637214,-0.17036742,-0.275285006,0.039698333,0.361908197,0.081770591,-0.212517545,0.033637952,-0.204582483,0.085271157,-0.060167462,0.082442418,-0.055278465,0.016092476,-0.076792084,0.028417669,0.204921052,-0.010003382,-0.05062107,0.2867392,-0.01469208,-0.050196826,0.017408332,-0.035106946,-0.006822199,-0.10274633,-0.139375985,-0.085969351,-0.066866487,-0.071827553,-0.068281531,0.158969149,-0.257751971,0.078597337,0.042138789,0.007815351,-0.045596909,0.082321979,-0.039027192,-0.120469071,0.163336098,-0.202746794,0.143165618,0.14684391,0.061668437,0.16729638,0.039048973,0.069576643,-0.040923439,-0.128636435,-0.085486636,0.019585446,0.081184275,-0.059430294,0.005420012,0.04678553
67,Lupita Nyongo,-0.206006035,0.157668948,0.093435556,-0.058705371,-0.101432562,-0.085453302,0.048403747,-0.130928099,0.199870646,-0.08796306,0.278181732,-0.063345313,-0.155298606,-0.027511494,-0.038003005,0.179705381,-0.128176704,-0.186234131,-0.025022233,-0.072424158,-0.010311969,-0.039338898,-0.064478107,0.056764372,-0.086161576,-0.324930906,-0.10996832,-0.108256422,-0.017277099,-0.063536383,0.087850571,0.185246184,-0.232157916,-0.066070057,0.004632436,0.095196843,0.052420482,-0.007050832,0.065464616,-0.009308556,-0.169741362,-0.065869704,0.103199795,0.318368822,0.195622057,-0.012306125,-0.00925591,-0.104792044,0.016465489,-0.146400705,-0.002287248,0.065074846,0.113205478,0.09699966,-0.015116708,-0.188430354,0.062384635,0.037834138,-0.211426899,0.009653856,0.056774322,-0.067820586,-0.052628793,-0.041646659,0.355754226,0.13874504,-0.109319016,-0.096367024,0.252810329,-0.129585892,-0.005304286,0.077027664,-0.174823388,-0.154235318,-0.276453167,0.03596665,0.37629351,0.104760915,-0.192041218,0.002091404,-0.16742152,0.039679103,-0.009495328,0.116663069,-0.052963197,-0.012364354,-0.08013317,-0.02042247,0.23263979,0.024211966,-0.053782389,0.232087389,-0.032889195,-0.074847907,0.004077209,-0.002445652,-0.048602298,-0.069684982,-0.188882425,-0.155187562,-0.109262288,-0.065259278,-0.098943569,0.181803122,-0.254967183,0.101417825,0.051652823,0.031641323,-0.066753551,0.029871207,0.022119813,-0.085283488,0.152353317,-0.195448607,0.180191994,0.163978368,0.046394996,0.158859,0.022164846,0.088460572,-0.036446981,-0.10362041,-0.094026119,0.036527947,0.057479344,-0.078860126,0.013909718,0.044870678
68,Lupita Nyongo,-0.17749542,0.087637469,0.139261246,-0.067372523,-0.099150881,-0.091075301,0.032008659,-0.113322616,0.168748707,-0.103653938,0.260435343,-0.09466856,-0.228587449,-0.024971737,-0.021987829,0.201035097,-0.127976403,-0.174534291,-0.014622683,-0.070647731,-0.05011462,0.00111424,-0.068847202,0.093703181,-0.07033208,-0.309823155,-0.083309799,-0.110810511,-0.116596289,-0.034435514,0.06038554,0.172060013,-0.225325659,-0.012699757,-0.017195117,0.075265191,0.041061506,-0.040921971,0.098936282,0.03423886,-0.208489969,-0.066129059,0.034458257,0.287783444,0.157832026,-0.069978714,-0.04148867,-0.028328873,0.009551216,-0.230174705,-0.059190229,0.09287706,0.116318986,-0.016747409,-0.029807819,-0.20931007,0.006181486,0.017035868,-0.165961757,-0.00913662,0.015268637,-0.121311374,-0.083737329,-0.090255901,0.325211436,0.141215146,-0.131084636,-0.088802397,0.202131867,-0.131369337,-0.002413451,0.083246626,-0.172064796,-0.16883269,-0.273465097,0.033401072,0.342610508,0.039397445,-0.239251241,0.01904403,-0.174085736,0.079591513,-0.023562593,0.10995888,-0.028231533,0.048118763,-0.093724832,-0.049042881,0.210038364,-0.034675285,-0.031765237,0.266833246,-0.058629215,-0.034096327,0.022145312,-0.080445498,0.026925862,-0.091624714,-0.156890333,-0.06961567,-0.06270989,-0.118183807,-0.10005185,0.118909284,-0.290620297,0.048740935,0.047350332,-0.010421201,-0.021274664,0.033276238,-0.059175238,-0.093027525,0.210402504,-0.225916579,0.148857027,0.176507682,0.020950694,0.156640425,0.039820883,0.070642635,-0.084384397,-0.073219962,-0.09864293,0.013546032,0.098983116,-0.081657127,-0.003675894,0.023299994
69,Lupita Nyongo,-0.162915051,0.132530361,0.114950046,-0.070546173,-0.075340681,-0.061109096,0.033414263,-0.134094939,0.207404196,-0.115289405,0.274579853,-0.028871508,-0.226565078,-0.012614876,-0.012262445,0.172807559,-0.158714205,-0.196626142,-0.023847865,-0.062395785,-0.020638151,-0.026229003,-0.07312499,0.04544057,-0.143365324,-0.324239403,-0.136964068,-0.11103344,-0.054993637,-0.074581407,0.089938745,0.143665239,-0.246513456,-0.004317219,-0.022480197,0.052504621,0.083770782,-0.072822787,0.078609191,0.025455613,-0.229134083,-0.065095119,0.055439901,0.26853013,0.169652373,-0.072466142,-0.00546794,-0.036047295,0.021949332,-0.193212986,-0.042689223,0.08072906,0.14636521,0.016715366,-0.049140848,-0.224623278,0.018228948,0.004250351,-0.213111773,-0.013997572,0.041954033,-0.087107159,-0.067980804,-0.019731207,0.288716078,0.124875262,-0.15059334,-0.086529844,0.243825242,-0.141072601,0.054248527,0.083353616,-0.198237285,-0.200137019,-0.289946735,0.032635696,0.385555208,0.076604992,-0.179893479,0.02190263,-0.203888789,0.073764227,-0.085525438,0.115526207,-0.061044611,0.067990668,-0.091498762,0.035438582,0.243731603,0.003904521,-0.047693968,0.277968973,-0.063006833,-0.040538177,-0.008046662,-0.010409147,-0.009093901,-0.126438066,-0.129060492,-0.074800655,-0.082543947,-0.079358831,-0.104299054,0.190794542,-0.273140252,0.084972993,0.05229928,-0.010683108,-0.054847434,0.042461596,-0.024134673,-0.103064142,0.180049434,-0.222297952,0.118465938,0.198929876,0.02008518,0.142393976,0.026097037,0.046437446,-0.056563381,-0.104655944,-0.128291041,0.002643263,0.05364199,-0.105314896,0.013007443,0.012889747
70,Lupita Nyongo,-0.101279974,0.147543371,0.093001984,-0.054767866,-0.093513042,-0.022542417,-0.015133609,-0.138977364,0.223112151,-0.110200852,0.234066099,-0.03533129,-0.212949052,-0.034019727,-0.043895289,0.17720522,-0.148339316,-0.223080739,-0.000134093,-0.048754599,-0.013167954,0.035388928,-0.052648708,0.030558396,-0.137765318,-0.342423648,-0.075879455,-0.121755026,-0.03542513,-0.05363882,0.020057619,0.169203639,-0.233328357,0.006887351,0.014838902,0.118208565,0.023868006,-0.038559984,0.062358957,0.028404776,-0.256441981,-0.116153032,0.094434954,0.274489313,0.157203585,-0.048212174,0.00412688,-0.032274544,-0.038863245,-0.214986593,0.020003445,0.125185922,0.119786501,0.077766016,-0.003922304,-0.300333709,-0.020048544,0.005196746,-0.133066133,0.039988592,0.045850046,-0.058817707,-0.079843178,-0.027799491,0.28847906,0.128846794,-0.117005892,-0.098770402,0.239969701,-0.151381135,-0.011505793,0.077000387,-0.175643414,-0.224662349,-0.250537038,-0.012044728,0.333707392,0.105980635,-0.200058177,0.031142777,-0.132679299,0.085243061,-0.020325737,0.098692507,-0.014695764,0.106903493,-0.093460053,0.004335703,0.245301932,-0.045439221,-0.037155427,0.25312385,-0.079592735,-0.053105116,0.006705297,-0.005603018,0.033787362,-0.053315323,-0.195823431,-0.094008848,-0.03610035,-0.120561481,-0.118725009,0.144610345,-0.279071838,0.070528835,0.101208724,-0.006917674,-0.020815559,0.051495515,-0.063083753,-0.097143166,0.24289833,-0.216789588,0.230956391,0.227968842,0.042265963,0.196190223,0.0626297,0.081488825,0.00238894,-0.165179968,-0.114515401,-0.036434136,0.016777344,-0.083682805,-0.052164204,0.055277362
71,Lupita Nyongo,-0.222881183,0.095186688,0.162116811,-0.077788778,-0.071007401,-0.119467445,0.068670735,-0.113960758,0.151654288,-0.117378116,0.23355177,-0.059694357,-0.228597924,-0.054426108,-0.018625934,0.190823302,-0.151923046,-0.191883832,-0.044625983,-0.054754093,-0.027711758,-0.017736791,-0.065871686,0.037450813,-0.086279213,-0.314645171,-0.129085794,-0.102201387,-0.113008574,-0.009543958,0.088924468,0.132704407,-0.179284409,-0.014249023,-0.014849376,0.088180281,0.073378623,-0.055318043,0.098211899,0.030486666,-0.212890267,-0.076215915,0.06873171,0.31649515,0.193407744,-0.070681572,-0.030304451,-0.007674253,0.063303232,-0.283297539,-0.061933324,0.051616184,0.147074312,0.029173192,-0.010765092,-0.193609983,0.034926284,0.014494612,-0.186282858,-0.022331715,0.000792448,-0.134548709,-0.09027189,-0.05789246,0.307559609,0.170035526,-0.161479697,-0.076739043,0.234943509,-0.157130703,0.010095776,0.057346392,-0.188190535,-0.134783521,-0.286142826,0.021380721,0.363076091,0.068728,-0.220391661,-0.035412688,-0.192813575,0.105561517,-0.053030606,0.131230772,-0.056560509,0.064955056,-0.106405795,-0.034031853,0.22103101,-0.047631457,-0.042490713,0.271083683,-0.007884219,-0.000262719,0.012287785,-0.067172363,0.024941728,-0.117252722,-0.171261221,-0.054097846,-0.048263453,-0.101207711,-0.079516307,0.152248934,-0.261601985,0.082187727,0.048064087,-0.000764101,-0.042683009,0.008878887,-0.013323711,-0.077809609,0.174351916,-0.170748472,0.115799405,0.222301319,-0.005724727,0.139508069,0.024493499,0.039491519,-0.080631033,-0.065374956,-0.084224783,0.011254301,0.061556458,-0.071996421,-0.019826291,0.017685208
72,Majo,-0.105924405,0.022592552,0.04558415,-0.055106159,-0.025315549,-0.122861341,0.036593691,-0.160546854,0.151384309,-0.084264822,0.278884113,-0.051936425,-0.179566503,-0.104038313,0.047686137,0.171672747,-0.153710648,-0.161234945,-0.079902679,-0.114112385,-0.048807103,0.021416694,-0.031948835,0.129116356,-0.097334638,-0.294495702,-0.134576112,-0.190061241,0.010384174,-0.075025052,-0.006574669,0.167134032,-0.142854601,-0.028046973,0.058629531,-0.008595183,0.059425257,-0.030077018,0.199092388,0.03508753,-0.21687378,-0.074578404,0.062488258,0.288609535,0.200603187,-0.04083956,-0.04605943,-0.009438508,0.078598596,-0.137093633,0.015726792,0.109271735,0.137590334,0.066045061,-0.060766019,-0.183197558,-0.023828223,0.061994795,-0.278963983,0.00567963,-0.000468075,-0.198019862,-0.105343163,0.001418602,0.284372061,0.15686731,-0.161467448,-0.120390907,0.223668858,-0.161168963,-0.001936192,0.062521622,-0.219799742,-0.151368856,-0.255586863,0.023951989,0.361480117,0.048791189,-0.211290061,0.033444278,-0.18019186,-0.008781324,0.00065169,0.127569392,-0.022850316,0.018425725,-0.030057536,-0.009664353,0.151064858,-0.019445382,-0.030968161,0.271856397,-0.079459235,0.010998465,0.027431848,0.010486742,-0.010800133,-0.091602594,-0.101501085,-0.080319718,-0.045396209,-0.046286408,0.008840662,0.125847295,-0.223720282,0.12840122,0.091716953,0.03123842,-0.00330455,0.050008692,0.000715479,-0.157293245,0.14425844,-0.234000772,0.173143893,0.157598823,0.06581977,0.149994493,-0.037445027,0.055700317,-0.054196808,-0.11735075,-0.14987734,0.044160794,0.122278601,-0.017457174,0.025861416,0.019686762
73,Majo,-0.144890532,0.017770711,0.065412946,-0.062878557,-0.049180701,-0.118962876,0.032071374,-0.13675876,0.13524279,-0.099055074,0.269018412,-0.053984601,-0.159832716,-0.12634711,0.052159116,0.203695908,-0.1513163,-0.172657907,-0.114439741,-0.111567691,-0.054366726,0.012841822,-0.001872027,0.129531339,-0.099731848,-0.326097608,-0.110061392,-0.178865001,0.011170025,-0.049336836,0.01739699,0.162835494,-0.153214455,-0.012175523,0.039664045,0.022297267,0.061919276,-0.011252032,0.214406982,0.014185345,-0.266074568,-0.060148966,0.059678044,0.302665055,0.212609485,-0.032250419,-0.038967144,0.041527916,0.059640873,-0.203671142,0.052588664,0.101949148,0.117649145,0.038923454,-0.038101777,-0.160790101,-0.035822436,0.072494492,-0.25428623,-0.010764257,0.008005287,-0.211468831,-0.096464619,-0.030450381,0.309873343,0.190510333,-0.167412639,-0.10732466,0.222806498,-0.143106118,0.011454903,0.057262588,-0.219004989,-0.116108716,-0.293682158,0.029219432,0.368046701,0.057265054,-0.189947471,0.020354604,-0.194748193,0.027206585,-0.026187997,0.105565846,-0.025313368,0.014002771,-0.033214115,0.012087683,0.142376497,-0.029205125,-0.036733683,0.267276794,-0.064606532,-0.016903225,-0.001720164,0.001592734,0.001403554,-0.106943846,-0.107405826,-0.056658816,-0.024238434,-0.028921563,0.028294764,0.116804816,-0.241198659,0.130374432,0.068831407,0.03503507,0.008757433,0.073059119,-0.011994732,-0.137905657,0.140733272,-0.206779823,0.197087765,0.170044839,0.064692907,0.149355277,-0.001107488,0.043701991,-0.061205328,-0.107702762,-0.138924256,0.030736506,0.131021485,-0.021973522,0.054171834,0.067134142
74,Majo,-0.14329347,0.021904904,0.054534722,-0.042676684,-0.051293615,-0.106359169,0.020591527,-0.131570473,0.147019297,-0.11830397,0.275092185,-0.081653163,-0.153989315,-0.121146351,0.021132411,0.207809165,-0.143232554,-0.197925955,-0.07437595,-0.108210385,-0.063505046,-0.010540296,-0.03314551,0.136636704,-0.125382096,-0.302442789,-0.100156248,-0.172379225,0.014689087,-0.070042998,0.01154757,0.195274174,-0.142789721,-0.021740388,0.040683825,0.043762755,0.069737293,-0.010764977,0.182999581,0.02418787,-0.250966221,-0.071997665,0.057361573,0.337378353,0.203031272,-0.052238021,-0.04394079,-0.006361034,0.065697007,-0.204589918,-0.015498875,0.094700232,0.118802272,0.055476304,-0.070074394,-0.183721796,-0.027859729,0.045910999,-0.248313263,-0.003961395,-0.017521936,-0.185916111,-0.090178065,-0.064409316,0.30366686,0.163893476,-0.176145703,-0.116348393,0.206167921,-0.16518487,0.014154585,0.092427678,-0.193572506,-0.137556359,-0.311604917,0.001181069,0.361390233,0.067311786,-0.201599777,0.011252154,-0.181678534,0.024632365,-0.040886924,0.120523378,-0.034021996,0.027697645,-0.041649148,-0.029672831,0.164150476,-0.033587363,-0.038955189,0.223415151,-0.061992917,-0.009275864,0.014269752,0.026195707,-0.038333401,-0.111026756,-0.134070784,-0.088369921,-0.078761816,-0.055230543,0.011473624,0.112745218,-0.232908741,0.158435494,0.080086581,0.015867453,-0.012472617,0.084302239,-0.012905543,-0.130574822,0.16512236,-0.21137917,0.154954523,0.18659912,0.104171939,0.172401443,0.026645686,0.058017775,-0.110034376,-0.082476616,-0.094978116,0.027576851,0.09040308,-0.047340218,0.04059691,0.027848084
75,Majo,-0.120929658,0.028506674,0.102746993,-0.060994707,-0.04223584,-0.119333729,0.000802829,-0.189571902,0.13171719,-0.106951252,0.289737552,-0.067097284,-0.155069917,-0.104119763,0.066630699,0.169902131,-0.109664433,-0.166355759,-0.052818641,-0.14316918,-0.060459137,-0.01650071,-0.036753584,0.11892534,-0.106553838,-0.291375697,-0.146398336,-0.151685357,0.022684433,-0.043861452,-0.0026742,0.131614342,-0.198444456,-0.020678815,0.000568025,0.002909376,0.009052688,-0.01194368,0.182391554,0.022860618,-0.217176527,-0.056733802,0.031668894,0.248472407,0.206429884,-0.073585093,-0.03425049,0.007427752,0.051562812,-0.108148418,0.01408093,0.128725216,0.16327107,0.037328228,-0.084699109,-0.13120909,-0.034097537,0.055373941,-0.277446687,0.026130842,0.037373137,-0.207229257,-0.112297729,0.007161643,0.26183784,0.169040769,-0.133725122,-0.161093116,0.211670145,-0.160742268,0.014793888,0.06871625,-0.210775539,-0.151911438,-0.306956649,0.053517476,0.320013314,0.016360193,-0.204022616,0.036348078,-0.187856972,0.007807146,-0.01255161,0.064760305,-0.041884944,0.022144202,-0.052776154,-0.0140938,0.154747188,-0.038054761,-0.030514106,0.267045081,-0.077529967,-0.003975225,0.036019035,0.030911213,-0.02484769,-0.109065019,-0.117011316,-0.080801062,-0.056927525,-0.069653906,0.013013559,0.105796024,-0.227034152,0.1448154,0.078283831,0.029787865,-0.025551386,0.067316577,-0.081805415,-0.189410344,0.167190671,-0.198701873,0.152670607,0.156727999,0.077347793,0.127101973,0.040804878,0.053864352,-0.083798222,-0.092806332,-0.098467708,0.050936371,0.108615465,-0.02461165,0.038754143,0.053582173
76,Majo,-0.116433702,0.064867854,0.095284879,-0.043240257,-0.065200351,-0.145917758,0.018622473,-0.185731724,0.160512522,-0.14131248,0.296650589,-0.05773874,-0.151207522,-0.101591967,0.047288001,0.220828384,-0.177615106,-0.196646109,-0.069405556,-0.102356449,-0.014912901,-0.013185066,-0.051342037,0.122314036,-0.109658167,-0.261556447,-0.104288459,-0.135549963,0.085830308,-0.065132439,-0.017671663,0.136057839,-0.215954974,-0.020812655,0.023712065,0.008865349,0.048788261,-0.048092768,0.157401979,-0.012691082,-0.247569188,-0.057740152,0.012682667,0.218497291,0.221698627,-0.062342543,-0.041946929,-0.110475793,0.055475358,-0.153335556,-0.002127297,0.06146469,0.122683011,0.060281135,-0.092582397,-0.228261143,-0.047385506,0.025244605,-0.246881291,-0.03195161,0.005286145,-0.187726393,-0.121865772,-0.079009831,0.309769452,0.124739446,-0.15738818,-0.142987952,0.255617231,-0.172935858,0.004202565,0.08165177,-0.131135777,-0.117366634,-0.305380434,-0.0032306,0.373707652,0.041794918,-0.255064517,0.052427977,-0.188459501,0.00696676,-0.024890346,0.138719678,-0.029170472,0.046107922,-0.025468078,-0.021224458,0.170306683,-0.050356679,0.003068184,0.289571315,-0.051624157,0.046091862,0.027738074,-0.02533369,-0.010302247,-0.091495968,-0.107590973,-0.090572238,-0.077876724,-0.034072421,-0.008763439,0.13895978,-0.208967581,0.162870303,0.092596225,0.039299455,0.016482344,0.057447683,-0.023288753,-0.182040304,0.147394702,-0.246371001,0.170491263,0.163528994,0.098014653,0.16371049,0.01513751,0.099431947,-0.067817718,-0.093704015,-0.166024238,0.087532215,0.146550566,-0.107239954,0.025709987,0.050282154
