Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
77,Noreen,-0.163924828,0.106012851,0.092299834,-0.09476839,-0.0618148,-0.159482166,0.0228275,-0.150231063,0.193099588,-0.180496007,0.265454412,-0.050974593,-0.149386317,-0.054062307,-0.041212738,0.147385582,-0.106412292,-0.152760893,-0.021321071,-0.132181913,0.08294455,-0.003557771,-0.029214606,0.049095977,-0.111327544,-0.296227276,-0.140717983,-0.171905592,-0.017167877,-0.065155886,0.032838721,0.137653872,-0.181237429,-0.032079145,0.006916473,0.050653063,0.046374422,0.016503481,0.170182571,0.029164303,-0.167790368,-0.121327966,0.073304899,0.250861466,0.128617138,-0.007965144,0.013204698,-0.070829965,0.074125804,-0.129896328,-0.027892495,0.086023599,0.128149405,0.069118574,0.042909391,-0.150307566,0.059436116,-0.012327364,-0.249980628,0.041263558,0.077106036,-0.173721075,-0.168381989,-0.03641133,0.311766714,0.107727826,-0.135399565,-0.085090503,0.302392691,-0.143479392,-0.019478496,0.100362524,-0.147034332,-0.154716298,-0.200730219,0.005088702,0.393486857,0.138538927,-0.1500853,0.033969477,-0.167025685,-0.02444119,-0.006423111,0.096266933,-0.053386204,0.098615006,-0.043682419,0.045801699,0.166115299,-0.02164308,-0.018432517,0.235913649,-0.057823122,0.066088468,-0.021008402,-0.026441142,-0.079079479,-0.07456518,-0.128223404,-0.075868525,-0.018707804,-0.100084305,-0.063281879,0.117073506,-0.216258302,0.109787151,-0.000687315,-0.032583997,-0.127045795,0.027465234,-0.039308738,-0.050827272,0.123956494,-0.185416907,0.158696175,0.175958753,0.035885319,0.149250731,0.034140088,0.027085075,-0.005821475,-0.15857321,-0.183937848,-0.039568301,0.072186455,-0.073379919,0.033559337,-0.00039279
78,Noreen,-0.163933083,0.103929378,0.077079751,-0.112093933,-0.072823077,-0.134217456,0.039212219,-0.144572586,0.20913592,-0.15415442,0.264060855,-0.05273838,-0.160079643,-0.039189402,-0.046883911,0.138519838,-0.102598652,-0.169665694,0.006179301,-0.112354219,0.096536793,-0.007975522,-0.063427024,0.071295358,-0.112184107,-0.302396655,-0.147789598,-0.169198722,0.019994415,-0.10206563,0.052805025,0.127530634,-0.195870832,-0.037075475,0.001325536,0.04068812,0.031190993,0.009933417,0.16788137,0.035671007,-0.184927747,-0.110752031,0.0714145,0.281196266,0.129881367,0.005467836,0.004626784,-0.061922096,0.078961104,-0.12082611,-0.011528844,0.089167148,0.114965491,0.076079853,0.021045383,-0.157125741,0.037879601,-0.001014086,-0.266859472,0.070133664,0.078637682,-0.180033907,-0.149447128,-0.033861354,0.302834183,0.08287403,-0.134263426,-0.096877359,0.311317116,-0.144928664,-0.019539064,0.083930008,-0.156678677,-0.144582957,-0.198891968,0.036837779,0.393956542,0.111076161,-0.126967371,0.063342534,-0.146587893,-0.023885213,-0.017995968,0.108048707,-0.032856196,0.081289396,-0.033754498,0.052761573,0.168594167,-0.020486623,-0.001245769,0.234552592,-0.086022027,0.056278609,-0.020928904,0.002638927,-0.09959875,-0.05318917,-0.116971269,-0.082017928,-0.015396868,-0.08383444,-0.039312858,0.141639695,-0.21365577,0.130628526,0.015615431,-0.014222449,-0.113874242,0.037340946,-0.041171595,-0.067843691,0.120898038,-0.188467517,0.199672148,0.16553627,0.052625593,0.128581733,0.03321049,0.013302363,0.021820199,-0.144826785,-0.194019452,-0.023624506,0.07784614,-0.07629177,0.021410046,0.0014083
79,Noreen,-0.175029069,0.080743261,0.078801535,-0.119967498,-0.058893982,-0.139627263,0.045030098,-0.153594494,0.176385969,-0.172113866,0.243196398,-0.058915194,-0.163643971,-0.054768808,-0.052910212,0.15484871,-0.105088167,-0.186992839,-0.019650672,-0.13990888,0.062545598,-0.013159188,-0.058089767,0.070531994,-0.086411208,-0.290083975,-0.152016252,-0.151257694,0.009727497,-0.083732441,0.07919196,0.140100658,-0.215430334,-0.025783662,0.001178999,0.055140801,0.055933952,0.004563406,0.173238099,0.045194842,-0.190296784,-0.111493923,0.074830346,0.281579703,0.117679819,-0.014345078,-0.007759761,-0.071049146,0.081702732,-0.123292729,-0.009055341,0.09287712,0.11607118,0.058036719,0.006684491,-0.153059512,0.051992312,-0.006788504,-0.245128736,0.055749092,0.067245096,-0.195776656,-0.148878127,-0.046047036,0.284243643,0.07225398,-0.133786455,-0.107912548,0.321412474,-0.136566237,-0.001172964,0.101047114,-0.154728621,-0.128360063,-0.236118749,0.038337715,0.410555869,0.10400176,-0.112704054,0.060439855,-0.175749242,-0.019962484,-0.021636603,0.127996951,-0.041894279,0.082328662,-0.026436523,0.061574459,0.163375273,-0.016037025,-0.031019008,0.223723948,-0.08365947,0.061257809,-0.028620804,0.00309261,-0.082980931,-0.066222206,-0.116866082,-0.072686352,-0.022619147,-0.086984716,-0.039936408,0.143396035,-0.210787296,0.104129203,0.020217065,-0.023534011,-0.105656914,0.050213445,-0.04645139,-0.082548387,0.116287827,-0.196516454,0.174087197,0.190169945,0.044984367,0.12495783,0.057680994,0.031398278,0.009314395,-0.158088431,-0.185657293,-0.017751131,0.083277665,-0.054066315,0.0164291,0.009619738
80,Noreen,-0.189305112,0.054315925,0.110924616,-0.050138395,-0.024497351,-0.158563405,0.06274277,-0.08881665,0.214854971,-0.166307256,0.221037626,-0.095562592,-0.199480221,-0.061212201,0.00486635,0.198550269,-0.135588467,-0.124158725,-0.025495237,-0.098378658,0.087885253,0.000498466,0.00705999,0.08215408,-0.13091284,-0.309727609,-0.104184546,-0.133407697,-0.058911346,-0.053147428,-0.021677405,0.184979126,-0.186678559,-0.04744995,-0.016312514,0.082001396,0.00971698,-0.007882078,0.18656525,0.024780618,-0.211340278,-0.152590334,0.026147712,0.270391315,0.102736227,-0.057308029,-0.034704477,-0.019345649,0.016699204,-0.219410747,-0.032012358,0.083156079,0.071502574,0.085884012,0.00474809,-0.206515312,0.053569097,0.003918661,-0.215182155,0.001193475,0.016085071,-0.222887501,-0.131559953,-0.013186994,0.300819814,0.132675067,-0.137616187,-0.080799699,0.241545647,-0.090539068,0.038499203,0.102995217,-0.132291973,-0.183964491,-0.233837247,-0.013363613,0.384212822,0.073143736,-0.211474508,0.033053808,-0.201959237,-0.01170988,0.050331373,0.138774037,-0.003655637,0.128755271,-0.080136642,0.041128617,0.105842151,-0.057780076,-0.052352678,0.246080041,-0.004427063,0.059339207,0.025637798,-0.026402557,-0.031126317,-0.058597017,-0.163666293,-0.052790675,0.023826616,-0.115619376,-0.094732516,0.089617677,-0.221150994,0.141995788,0.103333175,-0.028845377,-0.068810314,0.01967833,-0.077909298,-0.061573535,0.111240752,-0.243677497,0.142220676,0.19507347,0.009547949,0.220921576,0.013168141,0.053837046,-0.024591662,-0.126383498,-0.166430384,0.015735477,0.119900569,-0.004416481,0.015458253,0.03164741
81,Noreen,-0.128401309,0.045556396,0.044291507,-0.091099724,-0.070951752,-0.077855922,0.058637608,-0.136967078,0.261558086,-0.171848089,0.262707889,-0.053950951,-0.188435018,-0.088844918,0.002245574,0.157767594,-0.17121008,-0.144228309,0.012860911,-0.10864085,0.058095206,-0.072613858,-0.031204095,0.091670707,-0.14319855,-0.322329551,-0.147494003,-0.124812171,0.030686915,-0.098183498,-0.002209823,0.153627604,-0.188285947,-0.04377532,-0.042394172,0.090741441,-0.015025396,-0.047725044,0.138948664,0.006327608,-0.177060649,-0.155616626,0.064151302,0.249098182,0.136784852,-0.042840894,-0.024258668,-0.014570088,0.028501844,-0.162871793,-0.019626452,0.08604046,0.09844023,0.081921563,0.011513235,-0.197179779,0.003338459,0.030263122,-0.195228055,0.004783941,-0.024020575,-0.181487247,-0.146283075,-0.013401302,0.279905438,0.145156443,-0.106363542,-0.129341364,0.275361091,-0.135477781,-0.033099491,0.046952911,-0.159095854,-0.161029696,-0.281086385,-0.020722238,0.344479203,0.0860577,-0.156928062,0.065920934,-0.1644582,-0.017002454,0.007135087,0.132819086,-0.008483917,0.097881824,-0.089347847,0.0431026,0.105905369,-0.065546639,-0.025534689,0.218330935,-0.047087498,0.050918743,0.005179752,-0.005882693,-0.070174612,-0.026225146,-0.174003109,-0.115664065,0.060450777,-0.055730704,-0.050503492,0.13449724,-0.239961147,0.122488394,0.113105454,-0.027695162,-0.020945054,0.007440628,-0.082307965,-0.087690145,0.142246008,-0.260428309,0.148408622,0.218184024,0.041891292,0.184658498,0.044342004,0.022468809,0.005780647,-0.140367016,-0.171287641,0.035795353,0.040343352,-0.041904971,-0.040574607,0.026778173
82,Noreen,-0.196320921,0.05722636,0.094355784,-0.099283658,-0.099264398,-0.156739801,0.083438054,-0.10741546,0.173700675,-0.147702128,0.300764531,-0.072240755,-0.187776774,-0.071597055,-0.028364841,0.199425936,-0.163609847,-0.110495873,-0.032589771,-0.080840096,0.089609779,-0.023178054,-0.071033448,0.10898193,-0.079799421,-0.328526169,-0.122917131,-0.160202429,0.047162905,-0.0528786,0.043772787,0.153262779,-0.166600093,-0.063615315,-0.014994377,0.070589535,-0.003497471,-0.041627932,0.166324675,-0.001694829,-0.195975289,-0.088081509,0.06590572,0.270059228,0.103908673,-0.055085182,0.074933708,-0.043570288,0.05384608,-0.183699533,-0.0748339,0.054189775,0.144246921,0.056758918,0.037927199,-0.20789817,0.029357221,0.013561327,-0.232815862,0.043922119,0.037777975,-0.180039525,-0.10709922,-0.029941941,0.283571899,0.06450627,-0.149761066,-0.074017256,0.298158646,-0.120527491,0.01016438,0.067576766,-0.157919899,-0.16069603,-0.263581276,0.040349577,0.407168627,0.118597612,-0.14195919,0.068660125,-0.172624439,0.000285971,0.004407704,0.147452682,-0.006477363,0.07466723,-0.081375442,0.0757595,0.100395106,-0.075191222,0.029523771,0.232907742,-0.010467108,0.060321134,-0.034956325,-0.027444353,-0.086169302,-0.041834682,-0.099727854,-0.015798572,0.004067293,-0.070993297,-0.00147525,0.099462949,-0.17797175,0.090784684,0.03691946,-0.019136515,-0.095647283,0.032605067,-0.060405456,-0.057867456,0.098139219,-0.197513998,0.165241629,0.207709655,0.015312204,0.156695738,0.067782819,0.001783253,0.012037823,-0.143473223,-0.171072379,0.013244192,0.08689291,-0.06243683,-0.003740327,0.001144508
83,Noreen,-0.180854052,0.060203958,0.060237911,-0.12342079,-0.060582496,-0.124733292,0.058350552,-0.131131411,0.22458829,-0.219596252,0.244923443,-0.071815394,-0.201016843,-0.09524864,0.013848273,0.184569657,-0.178570867,-0.139722958,0.000836052,-0.108818375,0.084926561,0.009782596,0.016144454,0.067850634,-0.131696105,-0.31588015,-0.124815278,-0.144659877,-0.015761178,-0.024659004,0.008412495,0.137806594,-0.16282627,-0.002647178,0.001261022,0.050688345,0.000228136,-0.035471655,0.165235907,0.04028374,-0.197462499,-0.190800771,0.057536904,0.239269167,0.104199328,-0.01009345,-0.02352711,-0.051852249,0.038965762,-0.202367336,-0.021742389,0.082825094,0.079360195,0.045499433,0.045288526,-0.190021992,0.061563767,-0.048269868,-0.246291667,-0.02237983,0.058338016,-0.144753709,-0.151501566,-0.03563999,0.339679062,0.169454575,-0.146122158,-0.113339186,0.296569973,-0.142351329,-0.013383161,0.094671525,-0.142663091,-0.157173723,-0.19535163,-0.043293752,0.364789516,0.117890038,-0.13444446,-0.005121838,-0.183170468,0.001700129,0.043415137,0.115376979,-0.046476275,0.078602888,-0.05776054,0.013728696,0.123979598,-0.072716586,-0.057167541,0.242631465,-0.005427394,0.036459912,0.010972071,-0.048808943,-0.055497572,-0.035794836,-0.135042354,-0.051749982,0.026113249,-0.115908191,-0.051555596,0.141877413,-0.211962804,0.127215937,0.04767571,-0.062389784,-0.054492302,0.033660378,-0.102221921,-0.089218482,0.085231937,-0.225154325,0.1513744,0.184559315,0.045480169,0.187272683,0.014004662,0.074318677,-0.023753747,-0.120915443,-0.164364219,-0.029498378,0.075054832,-0.051901966,0.007892613,0.002348622
84,Phoebe,-0.182740033,0.037748396,0.044793814,-0.085514158,-0.040681887,-0.082213841,0.06368579,-0.100712553,0.157820433,-0.151934385,0.246676803,-0.001501509,-0.202116475,-0.078032956,-0.039467275,0.147254765,-0.116142072,-0.150955692,-0.041843437,-0.092518441,0.007585007,0.02989316,-0.020014275,0.055312343,-0.090568654,-0.278152913,-0.133093268,-0.103979766,-0.105598144,0.017274823,0.097697206,0.181908861,-0.202212602,-0.001023883,-0.002654101,0.047093004,0.045388341,0.042781167,0.161350608,0.027006535,-0.168306082,-0.120875642,0.098445468,0.291252017,0.12899971,-0.07960891,-0.016216062,0.002215391,0.02817703,-0.237588555,-0.026648808,0.101196624,0.095769584,0.078140765,-0.006984578,-0.145452246,0.06970045,-0.002788411,-0.147528574,-0.029046901,-0.044059001,-0.131850615,-0.129784867,0.020480178,0.301541656,0.128224537,-0.126412868,-0.132235184,0.229920283,-0.140190795,-0.041706637,0.10429287,-0.199786395,-0.146680996,-0.289553076,0.048275992,0.42004478,0.077762961,-0.15898858,0.105990507,-0.161355585,0.018045602,0.014404054,0.112277299,-0.058054738,0.112480283,-0.070589118,0.059816971,0.174758688,-0.03130053,-0.124022141,0.208474129,0.006918788,0.041635767,0.092854299,0.008129746,0.068461642,-0.117725015,-0.194075197,-0.034947556,0.021685977,-0.071822502,-0.081517875,0.116603531,-0.199790046,0.138633296,0.050487727,-0.033843268,-0.075037219,0.046561025,-0.045512453,-0.042840783,0.101470649,-0.196980298,0.165734425,0.130528733,-0.017372699,0.180917099,0.041836333,0.050965101,-0.066380404,-0.077280149,-0.085486419,-0.053822175,0.096381679,-0.008649678,0.055380791,0.005956545
85,Phoebe,-0.175786078,-0.002006985,-0.009746982,-0.106937632,-0.064948872,-0.084948227,0.036582511,-0.099651955,0.180077612,-0.123919211,0.252404362,-0.055527415,-0.195938751,-0.098340794,-0.000510279,0.155045509,-0.09083575,-0.190873578,-0.042031854,-0.110855915,0.021289391,0.023008736,0.012387905,0.115649335,-0.137135834,-0.283960074,-0.097255893,-0.135550603,-0.071022265,-0.047154356,0.068576314,0.179016441,-0.237173423,0.003974267,0.037745155,0.086586095,0.035358097,0.01822101,0.215830714,0.040805764,-0.210932851,-0.1607254,0.080769412,0.258193672,0.109515555,-0.041115474,-0.051059082,0.033259168,0.032478202,-0.212571427,0.031727023,0.135285094,0.08463718,0.032583598,0.014692428,-0.159678683,0.05573561,0.035240069,-0.183032006,-0.04670031,-0.032168839,-0.135609329,-0.14717485,-0.001032077,0.304196626,0.15353179,-0.117565095,-0.119482778,0.242894456,-0.102724232,-0.048947599,0.106890723,-0.189146817,-0.14416112,-0.280193061,0.013592433,0.380445838,0.043211166,-0.185711756,0.099561073,-0.108601086,0.023172954,0.005815841,0.078521743,-0.068210527,0.115117475,-0.083183743,0.043797895,0.134794921,-0.012443032,-0.089979894,0.199647844,-0.038468562,0.031552672,0.095929116,0.025525803,0.030058818,-0.114258215,-0.166793734,-0.064787887,0.068376221,-0.039117552,-0.067450702,0.128461406,-0.221780807,0.105386831,0.046869494,-0.054832842,-0.09002021,0.058081791,-0.046313312,-0.064941622,0.071673319,-0.223992303,0.176503778,0.112512365,-0.018616904,0.177419573,0.041369162,0.0331439,-0.040851869,-0.085873231,-0.129331693,-0.07239636,0.102514252,0.009875456,0.055366755,0.030520486
86,Phoebe,-0.179597571,0.022883873,0.02210689,-0.098697908,-0.04663574,-0.042091798,0.043145183,-0.138430953,0.191077352,-0.173278272,0.261148363,-0.019356245,-0.20073159,-0.118569441,0.015015697,0.151775315,-0.124999002,-0.176215529,-0.058388278,-0.135522544,-0.017668156,0.027435541,0.033872277,0.061325777,-0.135822192,-0.341169506,-0.143116459,-0.114495307,-0.064143404,-0.003312334,0.065184608,0.157259822,-0.201191768,-0.002592314,0.012266058,0.059589379,-0.001618749,0.020155568,0.193661869,0.022997122,-0.175761104,-0.157159045,0.124488704,0.264140248,0.160055757,-0.043707184,-0.035208374,0.002210327,0.024008058,-0.200253695,-0.003341675,0.127546355,0.100701973,0.07632459,0.012641227,-0.137646452,0.024253566,0.004341694,-0.145214289,-0.047443073,-0.052969433,-0.14689526,-0.157970205,0.009088326,0.336572856,0.142415583,-0.15415363,-0.13126421,0.233495131,-0.109846361,-0.043922793,0.086456388,-0.210846573,-0.152558714,-0.289315581,0.012742408,0.398163617,0.024095232,-0.153024986,0.091691107,-0.170437723,-0.001272022,-0.014846482,0.117968783,-0.059634507,0.071747668,-0.049804766,0.057114966,0.147537261,-0.05429678,-0.108727105,0.204250216,-0.028809926,0.06206993,0.077347085,0.052282978,0.010164578,-0.087747082,-0.176594242,-0.054095771,0.061812486,-0.047852464,-0.043947704,0.101735324,-0.210628107,0.15939194,0.08605358,-0.026563946,-0.019549366,0.028453313,-0.072535627,-0.077579916,0.107216448,-0.256043136,0.17361182,0.146926552,-0.018554628,0.211643651,0.063487068,0.057475053,-0.049713239,-0.060912304,-0.114864066,-0.041770812,0.076984584,-0.004399504,0.037841219,0.030156627
87,Priscilla Walaga,-0.112472229,-0.03360904,0.015108494,-0.042751539,-0.086188845,-0.059494413,0.028834943,-0.131873146,0.175759465,-0.099347584,0.212225482,0.000818592,-0.157283247,-0.043989994,-0.043316141,0.129481614,-0.147998601,-0.188264593,-0.026060376,-0.127460703,-0.022699589,0.028332999,-0.027342275,0.116825126,-0.074886203,-0.300787032,-0.05430663,-0.147145972,0.035170458,-0.045126684,0.01736274,0.228907511,-0.201451242,0.010719633,0.042955555,0.052193206,0.028240049,-0.016369158,0.175229445,0.02088679,-0.168717042,-0.075572141,0.047259439,0.274207085,0.196548134,-0.058526553,-0.023197675,-0.062426232,0.051644005,-0.173634514,-0.024386983,0.120468765,0.117696553,0.038195059,-0.046404693,-0.190825403,-0.003358491,-0.047984615,-0.198147267,0.007525078,-0.017610501,-0.178594276,-0.07328172,-0.060688734,0.300606668,0.086105518,-0.103897095,-0.115002312,0.271091461,-0.168177292,-0.046084557,0.061290622,-0.163805827,-0.130191088,-0.254861444,0.013659679,0.434041739,0.096764587,-0.175115436,0.100878939,-0.157426834,-0.019525483,-0.020269867,0.120050699,-0.07172212,0.03131396,-0.056993812,0.028893372,0.183069423,0.010964028,-0.088841952,0.159943789,-0.029479887,0.015454131,0.087678321,0.006873517,-0.021742085,-0.068695739,-0.182737842,-0.087946266,-0.094003148,-0.0565762,0.016160224,0.150352553,-0.170774594,0.140734866,0.034089364,-0.053775113,-0.029254934,0.070241697,-0.039754152,-0.098806143,0.114298664,-0.228352532,0.177315146,0.111337215,0.147110328,0.211409867,-0.022453912,0.084375136,-0.074226879,-0.067056298,-0.125940949,-0.013195953,0.07062339,-0.020864137,0.05293766,0.057824351
88,Priscilla Walaga,-0.080451533,-0.025185689,0.01375958,-0.038265776,-0.086216584,-0.099204682,0.012104291,-0.166477919,0.174018979,-0.106581867,0.199515566,-0.041626189,-0.164579362,-0.072836906,-0.02546943,0.140898883,-0.193222865,-0.202102304,-0.043069184,-0.110780276,-0.041238356,0.008049478,0.01229498,0.132585004,-0.062862247,-0.321634471,-0.087747112,-0.158170223,0.035110757,-0.076690726,-0.029814549,0.196873486,-0.210733548,-0.035220865,0.020866901,0.045034871,0.037145533,-0.032755934,0.193684742,0.022670437,-0.187755436,-0.09869428,0.056868467,0.25730139,0.208377883,-0.058270149,-0.037105393,-0.039106347,0.043949638,-0.164504856,0.007987093,0.125193894,0.11703033,0.041884258,-0.053859372,-0.181970939,0.001393134,-0.007539768,-0.198383793,-0.000401999,0.007496639,-0.183556095,-0.074736416,-0.007845351,0.299125612,0.106277436,-0.068180911,-0.122166485,0.255225211,-0.178029343,-0.045631394,0.044347443,-0.169745415,-0.112588242,-0.285595953,-0.019822888,0.43118313,0.048216138,-0.174166888,0.08433535,-0.151053935,-0.050347917,-0.009015446,0.127285525,-0.075849071,0.064977325,-0.079066873,0.053040758,0.156365305,0.00815752,-0.068978846,0.163173646,-0.03190323,0.019227233,0.123933859,0.007790477,-0.002489993,-0.066808604,-0.185348734,-0.065560952,-0.057701781,-0.0575976,-0.020980636,0.139705613,-0.16913937,0.10649877,0.05286938,-0.076961778,-0.037125342,0.032636393,-0.028199727,-0.13235943,0.136614889,-0.221090004,0.142396256,0.138937116,0.116432309,0.197168604,-0.065952621,0.086206064,-0.078216761,-0.075841509,-0.143414557,0.017640457,0.079808518,-0.016216192,0.047653198,0.062909544
89,Priscilla Walaga,-0.09653955,0.020011203,-0.009125179,-0.077550851,-0.061689258,-0.064010397,-0.071844615,-0.151030675,0.177748233,-0.148401707,0.108392701,-0.083075345,-0.167937368,-0.000342195,-0.026809283,0.161603078,-0.152445748,-0.232089326,-0.033561125,-0.081860676,-0.028485553,0.050889209,0.023078235,0.12352553,-0.062985152,-0.340582222,-0.102370828,-0.125113577,0.111358196,-0.033184744,-0.022431701,0.121366881,-0.243746966,-0.043958776,0.086599112,0.102398902,-0.016816238,-0.049491979,0.233336315,-0.022568043,-0.213753864,-0.047179487,0.081577942,0.272264481,0.209260195,-0.001238505,-0.03669934,-0.085041247,0.075783163,-0.206246614,-0.021271201,0.164964035,0.060200196,0.077400774,-0.007307258,-0.17285493,0.078266039,0.039296824,-0.218602046,-0.013620224,0.013968347,-0.075629681,-0.002595627,0.008850671,0.335406005,0.059670195,-0.12076281,-0.106617786,0.18265228,-0.201954216,0.036979899,0.056709867,-0.134112194,-0.12935859,-0.25063929,-0.060750015,0.422709227,0.073561877,-0.132017955,0.188511193,-0.069680572,-0.04495712,0.043027136,0.128047645,-0.106082298,0.061451048,-0.018689737,0.052096665,0.196567267,0.003735371,-0.019947587,0.151216552,-0.036637112,0.052930534,0.118019037,0.068654113,-0.074790314,-0.117636755,-0.183944032,-0.051724955,-0.061329186,-0.005404658,0.00801201,0.15890114,-0.173952565,0.16261366,0.02073016,-0.051167533,-0.040302072,0.074060246,-0.021965876,-0.112486959,0.115319788,-0.232462883,0.156787813,0.13015984,0.009939712,0.180634543,0.017767593,0.068705678,-0.053349461,-7.27E-05,-0.152980238,-0.039289888,0.079124853,-0.018888783,0.093761869,0.024987744
90,Priscilla Walaga,-0.083016947,-0.012667212,0.003116879,-0.021064203,-0.065335952,-0.110336937,0.033633597,-0.138575286,0.159196213,-0.111375846,0.190153152,-0.032280587,-0.236063614,-0.065054029,-0.048118781,0.152096704,-0.197048485,-0.207100764,-0.037026338,-0.086778045,0.001087536,0.004684903,0.030083831,0.108730979,-0.087377913,-0.305312037,-0.109413959,-0.164945558,0.061179038,-0.032724202,-0.003659834,0.158686042,-0.214069292,-0.082438938,0.035143629,0.030041864,0.046806421,-0.054112069,0.197212771,-0.039981209,-0.194289774,-0.095666111,0.084713489,0.27345103,0.172762245,-0.021330137,0.000616223,-0.028448036,0.047797661,-0.199767739,0.015378991,0.099859878,0.146744162,0.070000343,-0.048342273,-0.208511055,0.030942028,0.058015339,-0.207648456,0.00449124,-0.014954553,-0.101890065,-0.017957991,0.017603198,0.312949508,0.054325242,-0.106770292,-0.067061231,0.278212875,-0.189717442,0.012968144,0.044552036,-0.172182634,-0.117815837,-0.265882552,-0.035131194,0.410463095,0.04442241,-0.122503832,0.1073163,-0.140518442,-0.001653024,-0.039819498,0.101572715,-0.090016022,0.074105531,-0.07734257,0.044727229,0.178523451,-0.013411452,-0.054596964,0.184034839,-0.01217125,-0.020529304,0.143948302,0.046709437,-0.010275055,-0.096953534,-0.158229962,-0.021624757,-0.028943457,-0.100210525,-0.028349642,0.138618201,-0.175554976,0.092555001,0.02539023,-0.036061555,-0.023999976,0.048395101,-0.024009231,-0.13319701,0.132309645,-0.21646075,0.160449862,0.156395346,0.035978682,0.190954208,-0.071250618,0.086008959,-0.075295478,-0.077787369,-0.149324238,-0.043756112,0.102965109,-0.043783706,0.066085629,0.050688569
